s,n,M,M`
6.1,-3825,69.3550098760544,707.791396503966
6.11,-3832.5,69.2419644694262,708.233579412346
6.12,-3840,69.1292862233884,708.673692762713
6.13,-3847.5,69.0169733557885,709.111740655384
6.14,-3855,68.9050240959653,709.547727194566
6.15,-3862.5,68.7934366846563,709.98165648828
6.16,-3870,68.6822093739065,710.413532648264
6.17,-3877.5,68.5713404269776,710.843359789892
6.18,-3885,68.4608281182586,711.271142032087
6.19,-3892.5,68.3506707331769,711.696883497233
6.2,-3900,68.2408665681104,712.120588311093
6.21,-3907.5,68.1314139303006,712.542260602721
6.22,-3915,68.022311137766,712.961904504379
6.23,-3922.5,67.9135565192166,713.379524151454
6.24,-3930,67.8051484139698,713.795123682371
6.25,-3937.5,67.6970851718658,714.208707238513
6.26,-3945,67.5893651531853,714.620278964137
6.27,-3952.5,67.4819867285667,715.029843006294
6.28,-3960,67.3749482789247,715.437403514741
6.29,-3967.5,67.2682481953699,715.842964641867
6.3,-3975,67.1618848791284,716.246530542608
6.31,-3982.5,67.0558567414628,716.648105374366
6.32,-3990,66.9501622035938,717.04769329693
6.33,-3997.5,66.8447996966223,717.445298472398
6.34,-4005,66.7397676614524,717.840925065094
6.35,-4012.5,66.6350645487153,718.234577241492
6.36,-4020,66.5306888186933,718.626259170137
6.37,-4027.5,66.4266389412455,719.015975021567
6.38,-4035,66.3229133957331,719.403728968234
6.39,-4042.5,66.2195106709461,719.789525184429
6.4,-4050,66.1164292650303,720.173367846205
6.41,-4057.5,66.0136676854156,720.555261131299
6.42,-4065,65.9112244487442,720.935209219059
6.43,-4072.5,65.8090980807994,721.313216290365
6.44,-4080,65.7072871164364,721.689286527558
6.45,-4087.5,65.6057900995117,722.063424114363
6.46,-4095,65.5046055828149,722.435633235814
6.47,-4102.5,65.4037321280002,722.805918078184
6.48,-4110,65.3031683055189,723.174282828909
6.49,-4117.5,65.202912694552,723.540731676514
6.5,-4125,65.1029638829443,723.905268810543
6.51,-4132.5,65.0033204671383,724.267898421489
6.52,-4140,64.9039810521089,724.628624700715
6.53,-4147.5,64.8049442512989,724.987451840393
6.54,-4155,64.7062086865553,725.344384033422
6.55,-4162.5,64.6077729880651,725.699425473369
6.56,-4170,64.5096357942931,726.05258035439
6.57,-4177.5,64.4117957519194,726.403852871167
6.58,-4185,64.3142515157773,726.753247218834
6.59,-4192.5,64.2170017487925,727.100767592913
6.6,-4200,64.1200451219225,727.446418189241
6.61,-4207.5,64.023380314096,727.790203203907
6.62,-4215,63.9270060121539,728.13212683318
6.63,-4222.5,63.83092091079,728.472193273447
6.64,-4230,63.7351237124924,728.810406721142
6.65,-4237.5,63.6396131274857,729.146771372682
6.66,-4245,63.5443878736734,729.481291424402
6.67,-4252.5,63.449446676581,729.813971072487
6.68,-4260,63.3547882692996,730.144814512911
6.69,-4267.5,63.2604113924298,730.473825941369
6.7,-4275,63.1663147940265,730.801009553215
6.71,-4282.5,63.0724972295434,731.126369543397
6.72,-4290,62.9789574617793,731.449910106396
6.73,-4297.5,62.8856942608233,731.771635436159
6.74,-4305,62.7927064040017,732.091549726041
6.75,-4312.5,62.6999926758252,732.409657168741
6.76,-4320,62.6075518679355,732.72596195624
6.77,-4327.5,62.5153827790539,733.040468279742
6.78,-4335,62.4234842149294,733.353180329608
6.79,-4342.5,62.3318549882873,733.664102295303
6.8,-4350,62.2404939187786,733.973238365329
6.81,-4357.5,62.1493998329296,734.28059272717
6.82,-4365,62.0585715640922,734.586169567231
6.83,-4372.5,61.968007952394,734.889973070779
6.84,-4380,61.8777078446895,735.192007421885
6.85,-4387.5,61.7876700945117,735.492276803366
6.86,-4395,61.6978935620236,735.790785396728
6.87,-4402.5,61.6083771139705,736.087537382106
6.88,-4410,61.5191196236327,736.382536938213
6.89,-4417.5,61.4301199707784,736.675788242274
6.9,-4425,61.3413770416174,736.967295469982
6.91,-4432.5,61.2528897287547,737.257062795431
6.92,-4440,61.1646569311448,737.545094391068
6.93,-4447.5,61.0766775540464,737.831394427635
6.94,-4455,60.9889505089775,738.115967074116
6.95,-4462.5,60.9014747136703,738.398816497682
6.96,-4470,60.8142490920279,738.679946863635
6.97,-4477.5,60.7272725740795,738.959362335361
6.98,-4485,60.6405440959377,739.237067074269
6.99,-4492.5,60.5540625997547,739.513065239746
7,-4500,60.4678270336802,739.787360989098
7.01,-4507.5,60.3818363518186,740.059958477502
7.02,-4515,60.2960895141875,740.330861857955
7.03,-4522.5,60.2105854866751,740.600075281222
7.04,-4530,60.125323241,740.867602895782
7.05,-4537.5,60.0403017546694,741.133448847783
7.06,-4545,59.9555200109391,741.39761728099
7.07,-4552.5,59.8709769987726,741.660112336733
7.08,-4560,59.7866717128018,741.92093815386
7.09,-4567.5,59.7026031532868,742.18009886869
7.1,-4575,59.6187703260773,742.437598614961
7.11,-4582.5,59.5351722425728,742.693441523781
7.12,-4590,59.4518079196849,742.947631723587
7.13,-4597.5,59.3686763797983,743.200173340089
7.14,-4605,59.2857766507332,743.451070496229
7.15,-4612.5,59.2031077657075,743.700327312132
7.16,-4620,59.1206687632994,743.947947905058
7.17,-4627.5,59.0384586874105,744.193936389361
7.18,-4635,58.956476587229,744.438296876439
7.19,-4642.5,58.8747215171932,744.681033474689
7.2,-4650,58.7931925369554,744.922150289465
7.21,-4657.5,58.7118887113462,745.16165142303
7.22,-4665,58.6308091103388,745.399540974514
7.23,-4672.5,58.5499528090137,745.635823039871
7.24,-4680,58.4693188875241,745.870501711831
7.25,-4687.5,58.3889064310606,746.103581079862
7.26,-4695,58.3087145298175,746.335065230126
7.27,-4702.5,58.2287422789583,746.564958245433
7.28,-4710,58.1489887785819,746.793264205204
7.29,-4717.5,58.0694531336889,747.019987185424
7.3,-4725,57.9901344541489,747.245131258608
7.31,-4732.5,57.9110318546668,747.46870049375
7.32,-4740,57.8321444547505,747.690698956291
7.33,-4747.5,57.7534713786781,747.911130708073
7.34,-4755,57.6750117554661,748.129999807303
7.35,-4762.5,57.596764718837,748.347310308511
7.36,-4770,57.5187294071879,748.563066262509
7.37,-4777.5,57.4409049635589,748.777271716355
7.38,-4785,57.3632905356021,748.989930713315
7.39,-4792.5,57.2858852755504,749.20104729282
7.4,-4800,57.2086883401871,749.410625490432
7.41,-4807.5,57.1316988908151,749.618669337804
7.42,-4815,57.0549160932271,749.825182862645
7.43,-4822.5,56.9783391176754,750.03017008868
7.44,-4830,56.901967138842,750.233635035616
7.45,-4837.5,56.8257993358098,750.435581719102
7.46,-4845,56.7498348920324,750.636014150698
7.47,-4852.5,56.674072995306,750.834936337835
7.48,-4860,56.59851283774,751.032352283779
7.49,-4867.5,56.5231536157286,751.228265987599
7.5,-4875,56.4479945299226,751.422681444133
7.51,-4882.5,56.3730347852013,751.615602643948
7.52,-4890,56.2982735906442,751.807033573311
7.53,-4897.5,56.2237101595041,751.996978214151
7.54,-4905,56.1493437091789,752.185440544031
7.55,-4912.5,56.0751734611847,752.372424536107
7.56,-4920,56.0011986411291,752.557934159102
7.57,-4927.5,55.9274184786836,752.741973377272
7.58,-4935,55.8538322075578,752.924546150367
7.59,-4942.5,55.7804390654726,753.10565643361
7.6,-4950,55.7072382941341,753.285308177656
7.61,-4957.5,55.6342291392076,753.463505328565
7.62,-4965,55.561410850292,753.640251827769
7.63,-4972.5,55.488782680894,753.815551612042
7.64,-4980,55.4163438884028,753.989408613472
7.65,-4987.5,55.3440937340651,754.161826759424
7.66,-4995,55.2720314829597,754.332809972517
7.67,-5002.5,55.2001564039732,754.50236217059
7.68,-5010,55.1284677697753,754.670487266676
7.69,-5017.5,55.0569648567939,754.837189168969
7.7,-5025,54.9856469451917,755.002471780798
7.71,-5032.5,54.9145133188414,755.166339000597
7.72,-5040,54.8435632653025,755.328794721879
7.73,-5047.5,54.7727960757971,755.489842833206
7.74,-5055,54.7022110451868,755.64948721816
7.75,-5062.5,54.6318074719492,755.80773175532
7.76,-5070,54.5615846581548,755.964580318231
7.77,-5077.5,54.4915419094444,756.12003677538
7.78,-5085,54.4216785350056,756.274104990166
7.79,-5092.5,54.351993847551,756.426788820877
7.8,-5100,54.2824871632952,756.578092120663
7.81,-5107.5,54.2131578019328,756.728018737511
7.82,-5115,54.1440050866164,756.876572514215
7.83,-5122.5,54.0750283439345,757.02375728836
7.84,-5130,54.0062269038899,757.169576892286
7.85,-5137.5,53.9376000998778,757.314035153075
7.86,-5145,53.869147268665,757.457135892515
7.87,-5152.5,53.8008677503679,757.598882927086
7.88,-5160,53.7327608884322,757.739280067929
7.89,-5167.5,53.664826029611,757.878331120826
7.9,-5175,53.5970625239449,758.016039886177
7.91,-5182.5,53.5294697247411,758.152410158976
7.92,-5190,53.4620469885525,758.287445728786
7.93,-5197.5,53.3947936751581,758.421150379721
7.94,-5205,53.3277091475424,758.55352789042
7.95,-5212.5,53.2607927718751,758.684582034028
7.96,-5220,53.1940439174923,758.814316578171
7.97,-5227.5,53.1274619568754,758.942735284938
7.98,-5235,53.0610462656325,759.069841910856
7.99,-5242.5,52.9947962224789,759.195640206872
8,-5250,52.9287112092174,759.320133918332
8.01,-5257.5,52.8627906107192,759.443326784959
8.02,-5265,52.7970338149055,759.565222540834
8.03,-5272.5,52.731440212728,759.685824914376
8.04,-5280,52.6660091981505,759.80513762832
8.05,-5287.5,52.6007401681301,759.923164399702
8.06,-5295,52.5356325225992,760.039908939835
8.07,-5302.5,52.4706856644467,760.155374954294
8.08,-5310,52.4058989995,760.269566142893
8.09,-5317.5,52.3412719365072,760.382486199671
8.1,-5325,52.276803887119,760.49413881287
8.11,-5332.5,52.2124942658707,760.60452766492
8.12,-5340,52.1483424901652,760.713656432418
8.13,-5347.5,52.0843479802548,760.821528786114
8.14,-5355,52.0205101592241,760.928148390888
8.15,-5362.5,51.956828452973,761.033518905742
8.16,-5370,51.8933022901992,761.137643983772
8.17,-5377.5,51.8299311023812,761.240527272161
8.18,-5385,51.7667143237618,761.342172412157
8.19,-5392.5,51.7036513913309,761.442583039058
8.2,-5400,51.6407417448091,761.541762782197
8.21,-5407.5,51.5779848266312,761.639715264925
8.22,-5415,51.5153800819297,761.736444104596
8.23,-5422.5,51.4529269585185,761.831952912552
8.24,-5430,51.390624906877,761.926245294107
8.25,-5437.5,51.3284733801335,762.019324848533
8.26,-5445,51.2664718340501,762.111195169046
8.27,-5452.5,51.2046197270061,762.201859842788
8.28,-5460,51.1429165199826,762.291322450818
8.29,-5467.5,51.0813616765472,762.379586568092
8.3,-5475,51.019954662838,762.466655763456
8.31,-5482.5,50.9586949475487,762.552533599626
8.32,-5490,50.897582001913,762.63722363318
8.33,-5497.5,50.8366152996895,762.720729414538
8.34,-5505,50.7757943171471,762.803054487958
8.35,-5512.5,50.7151185330495,762.884202391515
8.36,-5520,50.6545874286405,762.964176657094
8.37,-5527.5,50.5942004876296,763.042980810373
8.38,-5535,50.5339571961772,763.120618370816
8.39,-5542.5,50.4738570428799,763.197092851657
8.4,-5550,50.4138995187563,763.27240775989
8.41,-5557.5,50.3540841172328,763.346566596255
8.42,-5565,50.2944103341289,763.419572855232
8.43,-5572.5,50.234877667644,763.491430025024
8.44,-5580,50.1754856183423,763.56214158755
8.45,-5587.5,50.1162336891397,763.63171101843
8.46,-5595,50.0571213852897,763.700141786979
8.47,-5602.5,49.9981482143699,763.767437356196
8.48,-5610,49.9393136862678,763.83360118275
8.49,-5617.5,49.880617313168,763.898636716973
8.5,-5625,49.8220586095384,763.962547402851
8.51,-5632.5,49.7636370921169,764.02533667801
8.52,-5640,49.7053522798982,764.087007973713
8.53,-5647.5,49.6472036941207,764.147564714844
8.54,-5655,49.5891908582533,764.207010319904
8.55,-5662.5,49.5313132979827,764.265348200999
8.56,-5670,49.4735705412003,764.322581763834
8.57,-5677.5,49.4159621179893,764.378714407702
8.58,-5685,49.3584875606125,764.433749525475
8.59,-5692.5,49.3011464034993,764.487690503599
8.6,-5700,49.243938183233,764.540540722085
8.61,-5707.5,49.1868624385391,764.592303554498
8.62,-5715,49.129918710272,764.642982367954
8.63,-5722.5,49.0731065414037,764.692580523108
8.64,-5730,49.0164254770107,764.741101374151
8.65,-5737.5,48.9598750642628,764.7885482688
8.66,-5745,48.9034548524104,764.83492454829
8.67,-5752.5,48.8471643927729,764.880233547373
8.68,-5760,48.7910032387266,764.924478594303
8.69,-5767.5,48.7349709456935,764.967663010836
8.7,-5775,48.679067071129,765.009790112221
8.71,-5782.5,48.6232911745104,765.050863207194
8.72,-5790,48.5676428173258,765.090885597974
8.73,-5797.5,48.5121215630623,765.129860580252
8.74,-5805,48.4567269771944,765.167791443193
8.75,-5812.5,48.4014586271736,765.204681469424
8.76,-5820,48.346316082416,765.24053393503
8.77,-5827.5,48.2912989142921,765.275352109551
8.78,-5835,48.2364066961152,765.309139255976
8.79,-5842.5,48.181639003131,765.341898630738
8.8,-5850,48.1269954125057,765.373633483708
8.81,-5857.5,48.0724755033164,765.404347058192
8.82,-5865,48.0180788565392,765.434042590926
8.83,-5872.5,47.9638050550392,765.462723312072
8.84,-5880,47.9096536835599,765.490392445214
8.85,-5887.5,47.855624328712,765.517053207353
8.86,-5895,47.8017165789637,765.542708808904
8.87,-5902.5,47.7479300246299,765.567362453693
8.88,-5910,47.6942642578617,765.591017338952
8.89,-5917.5,47.6407188726368,765.613676655317
8.9,-5925,47.5872934647483,765.635343586822
8.91,-5932.5,47.5339876317956,765.6560213109
8.92,-5940,47.4808009731735,765.675712998379
8.93,-5947.5,47.4277330900628,765.694421813474
8.94,-5955,47.37478358542,765.712150913793
8.95,-5962.5,47.3219520639677,765.728903450328
8.96,-5970,47.2692381321844,765.744682567454
8.97,-5977.5,47.2166413982954,765.759491402928
8.98,-5985,47.1641614722624,765.773333087887
8.99,-5992.5,47.1117979657746,765.786210746843
9,-6000,47.0595504922386,765.798127497686
9.01,-6007.5,47.0074186667693,765.809086451677
9.02,-6015,46.9554021061802,765.819090713451
9.03,-6022.5,46.9035004289742,765.828143381013
9.04,-6030,46.8517132553344,765.836247545737
9.05,-6037.5,46.8000402071145,765.843406292364
9.06,-6045,46.7484809078303,765.849622699004
9.07,-6052.5,46.6970349826499,765.854899837132
9.08,-6060,46.6457020583848,765.859240771588
9.09,-6067.5,46.5944817634815,765.862648560576
9.1,-6075,46.5433737280116,765.865126255665
9.11,-6082.5,46.4923775836637,765.866676901788
9.12,-6090,46.4414929637345,765.867303537238
9.12179906729003,-6091.34930046752,46.4323502868438,765.867318435754
9.13,-6097.5,46.3907195031195,765.867009193675
9.14,-6105,46.3400568383048,765.865796896119
9.15,-6112.5,46.2895046073585,765.863669662955
9.16,-6120,46.2390624499218,765.860630505928
9.17,-6127.5,46.1887300072005,765.856682430149
9.18,-6135,46.1385069219568,765.851828434092
9.19,-6142.5,46.0883928385006,765.846071509596
9.2,-6150,46.0383874026814,765.839414641863
9.21,-6157.5,45.9884902618797,765.831860809461
9.22,-6165,45.9387010649989,765.823412984327
9.23,-6172.5,45.889019462457,765.814074131761
9.24,-6180,45.8394451061787,765.803847210436
9.25,-6187.5,45.789977649587,765.792735172391
9.26,-6195,45.7406167475953,765.780740963038
9.27,-6202.5,45.6913620565994,765.767867521162
9.28,-6210,45.6422132344695,765.754117778919
9.29,-6217.5,45.5931699405422,765.739494661843
9.3,-6225,45.5442318356132,765.724001088845
9.31,-6232.5,45.4953985819286,765.707639972214
9.32,-6240,45.4466698431781,765.690414217621
9.33,-6247.5,45.3980452844866,765.672326724119
9.34,-6255,45.3495245724069,765.653380384146
9.35,-6262.5,45.3011073749121,765.63357808353
9.36,-6270,45.2527933613879,765.612922701487
9.37,-6277.5,45.2045822026252,765.591417110623
9.38,-6285,45.1564735708127,765.569064176943
9.39,-6292.5,45.1084671395293,765.545866759847
9.4,-6300,45.0605625837371,765.521827712135
9.41,-6307.5,45.0127595797737,765.496949880011
9.42,-6315,44.965057805345,765.471236103085
9.43,-6322.5,44.9174569395183,765.444689214375
9.44,-6330,44.8699566627149,765.417312040312
9.45,-6337.5,44.8225566567028,765.389107400741
9.46,-6345,44.7752566045899,765.360078108928
9.47,-6352.5,44.728056190817,765.33022697156
9.48,-6360,44.6809551011505,765.299556788748
9.49,-6367.5,44.6339530226757,765.268070354034
9.5,-6375,44.5870496437898,765.235770454392
9.51,-6382.5,44.540244654195,765.202659870234
9.52,-6390,44.4935377448917,765.168741375411
9.53,-6397.5,44.4469286081721,765.134017737218
9.54,-6405,44.4004169376127,765.098491716401
9.55,-6412.5,44.3540024280682,765.062166067156
9.56,-6420,44.3076847756648,765.025043537137
9.57,-6427.5,44.2614636777932,764.987126867458
9.58,-6435,44.2153388331027,764.9484187927
9.59,-6442.5,44.1693099414938,764.908922040913
9.6,-6450,44.1233767041127,764.868639333622
9.61,-6457.5,44.0775388233438,764.827573385831
9.62,-6465,44.0317960028044,764.785726906027
9.63,-6472.5,43.9861479473374,764.743102596185
9.64,-6480,43.9405943630054,764.699703151777
9.65,-6487.5,43.8951349570845,764.655531261769
9.66,-6495,43.8497694380577,764.610589608634
9.67,-6502.5,43.8044975156092,764.56488086835
9.68,-6510,43.7593189006176,764.518407710412
9.69,-6517.5,43.7142333051503,764.471172797832
9.7,-6525,43.6692404424571,764.423178787146
9.71,-6532.5,43.6243400269643,764.374428328421
9.72,-6540,43.5795317742686,764.324924065259
9.73,-6547.5,43.5348154011311,764.274668634801
9.74,-6555,43.4901906254714,764.223664667737
9.75,-6562.5,43.4456571663617,764.171914788306
9.76,-6570,43.4012147440208,764.119421614307
9.77,-6577.5,43.3568630798085,764.066187757102
9.78,-6585,43.3126018962194,764.012215821622
9.79,-6592.5,43.2684309168777,763.957508406374
9.8,-6600,43.224349866531,763.902068103446
9.81,-6607.5,43.1803584710446,763.845897498515
9.82,-6615,43.1364564573963,763.788999170849
9.83,-6622.5,43.0926435536701,763.731375693319
9.84,-6630,43.0489194890512,763.673029632401
9.85,-6637.5,43.0052839938202,763.613963548183
9.86,-6645,42.9617367993474,763.554179994375
9.87,-6652.5,42.9182776380875,763.493681518308
9.88,-6660,42.8749062435744,763.43247066095
9.89,-6667.5,42.831622350415,763.370549956905
9.9,-6675,42.7884256942848,763.307921934424
9.91,-6682.5,42.7453160119215,763.244589115408
9.92,-6690,42.7022930411207,763.180554015421
9.93,-6697.5,42.6593565207296,763.115819143689
9.94,-6705,42.6165061906427,763.050387003113
9.95,-6712.5,42.5737417917957,762.984260090274
9.96,-6720,42.531063066161,762.917440895439
9.97,-6727.5,42.4884697567419,762.849931902571
9.98,-6735,42.4459616075679,762.781735589331
9.99,-6742.5,42.4035383636897,762.712854427091
10,-6750,42.3611997711734,762.643290880938
10.01,-6757.5,42.3189455770963,762.573047409682
10.02,-6765,42.2767755295414,762.502126465864
10.03,-6772.5,42.2346893775924,762.430530495761
10.04,-6780,42.1926868713291,762.358261939399
10.05,-6787.5,42.1507677618219,762.285323230553
10.06,-6795,42.1089318011274,762.211716796761
10.07,-6802.5,42.0671787422835,762.137445059328
10.08,-6810,42.025508339304,762.062510433336
10.09,-6817.5,41.9839203471745,761.986915327648
10.1,-6825,41.9424145218473,761.910662144923
10.11,-6832.5,41.9009906202364,761.833753281615
10.12,-6840,41.8596484002132,761.756191127987
10.13,-6847.5,41.8183876206015,761.677978068117
10.14,-6855,41.777208041173,761.599116479906
10.15,-6862.5,41.7361094226427,761.519608735087
10.16,-6870,41.6950915266638,761.439457199231
10.17,-6877.5,41.6541541158237,761.358664231758
10.18,-6885,41.6132969536392,761.277232185941
10.19,-6892.5,41.572519804552,761.195163408919
10.2,-6900,41.531822433924,761.112460241702
10.21,-6907.5,41.491204608033,761.029125019183
10.22,-6915,41.4506660940683,760.945160070139
10.23,-6922.5,41.410206660126,760.860567717249
10.24,-6930,41.3698260752049,760.775350277094
10.25,-6937.5,41.3295241092019,760.689510060171
10.26,-6945,41.2893005329076,760.603049370901
10.27,-6952.5,41.2491551180023,760.515970507632
10.28,-6960,41.2090876370513,760.428275762656
10.29,-6967.5,41.1690978635009,760.339967422211
10.3,-6975,41.129185571674,760.251047766494
10.31,-6982.5,41.0893505367658,760.161519069666
10.32,-6990,41.0495925348398,760.071383599864
10.33,-6997.5,41.0099113428235,759.980643619208
10.34,-7005,40.9703067385042,759.889301383811
10.35,-7012.5,40.930778500525,759.797359143786
10.36,-7020,40.8913264083803,759.704819143258
10.37,-7027.5,40.8519502424125,759.611683620368
10.38,-7035,40.812649783807,759.517954807289
10.39,-7042.5,40.7734248145889,759.423634930228
10.4,-7050,40.7342751176185,759.328726209439
10.41,-7057.5,40.6952004765876,759.233230859233
10.42,-7065,40.6562006760153,759.137151087983
10.43,-7072.5,40.6172755012444,759.040489098136
10.44,-7080,40.5784247384369,758.943247086224
10.45,-7087.5,40.5396481745707,758.845427242868
10.46,-7095,40.5009455974353,758.747031752793
10.47,-7102.5,40.4623167956283,758.648062794831
10.48,-7110,40.4237615585511,758.548522541937
10.49,-7117.5,40.3852796764056,758.448413161195
10.5,-7125,40.3468709401898,758.347736813825
10.51,-7132.5,40.3085351416947,758.246495655199
10.52,-7140,40.2702720735,758.144691834842
10.53,-7147.5,40.2320815289709,758.042327496451
10.54,-7155,40.1939633022536,757.939404777894
10.55,-7162.5,40.1559171882724,757.835925811228
10.56,-7170,40.1179429827257,757.731892722707
10.57,-7177.5,40.0800404820825,757.627307632787
10.58,-7185,40.0422094835782,757.52217265614
10.59,-7192.5,40.004449785212,757.416489901662
10.6,-7200,39.9667611857424,757.310261472484
10.61,-7207.5,39.9291434846841,757.20348946598
10.62,-7215,39.8915964823044,757.096175973777
10.63,-7222.5,39.8541199796195,756.988323081766
10.64,-7230,39.8167137783912,756.87993287011
10.65,-7237.5,39.7793776811233,756.771007413257
10.66,-7245,39.7421114910583,756.661548779944
10.67,-7252.5,39.7049150121736,756.551559033213
10.68,-7260,39.6677880491784,756.441040230417
10.69,-7267.5,39.6307304075102,756.329994423232
10.7,-7275,39.5937418933314,756.218423657666
10.71,-7282.5,39.5568223135259,756.106329974067
10.72,-7290,39.5199714756958,755.993715407137
10.73,-7297.5,39.4831891881579,755.88058198594
10.74,-7305,39.4464752599407,755.766931733911
10.75,-7312.5,39.4098295007809,755.652766668865
10.76,-7320,39.3732517211201,755.538088803013
10.77,-7327.5,39.3367417321015,755.422900142964
10.78,-7335,39.3002993455669,755.307202689741
10.79,-7342.5,39.2639243740534,755.19099843879
10.8,-7350,39.2276166307898,755.074289379986
10.81,-7357.5,39.191375929694,754.95707749765
10.82,-7365,39.1552020853695,754.839364770552
10.83,-7372.5,39.1190949131023,754.721153171927
10.84,-7380,39.0830542288577,754.602444669483
10.85,-7387.5,39.0470798492774,754.483241225408
10.86,-7395,39.0111715916761,754.363544796386
10.87,-7402.5,38.9753292740387,754.243357333603
10.88,-7410,38.939552715017,754.122680782761
10.89,-7417.5,38.9038417339267,754.001517084082
10.9,-7425,38.8681961507446,753.879868172325
10.91,-7432.5,38.8326157861053,753.757735976792
10.92,-7440,38.7971004612982,753.635122421342
10.93,-7447.5,38.7616499982649,753.512029424396
10.94,-7455,38.7262642195955,753.388458898953
10.95,-7462.5,38.6909429485265,753.264412752595
10.96,-7470,38.6556860089373,753.139892887503
10.97,-7477.5,38.6204932253475,753.014901200463
10.98,-7485,38.5853644229137,752.889439582877
10.99,-7492.5,38.5502994274272,752.763509920776
11,-7500,38.5152980653105,752.637114094827
11.01,-7507.5,38.4803601636148,752.510253980347
11.02,-7515,38.4454855500172,752.38293144731
11.03,-7522.5,38.4106740528176,752.255148360358
11.04,-7530,38.375925500936,752.126906578815
11.05,-7537.5,38.3412397239099,751.998207956692
11.06,-7545,38.3066165518914,751.869054342704
11.07,-7552.5,38.272055815644,751.739447580272
11.08,-7560,38.2375573465409,751.609389507541
11.09,-7567.5,38.2031209765609,751.478881957389
11.1,-7575,38.168746538287,751.347926757433
11.11,-7582.5,38.1344338649027,751.216525730045
11.12,-7590,38.1001827901898,751.084680692361
11.13,-7597.5,38.0659931485257,750.952393456287
11.14,-7605,38.0318647748806,750.819665828518
11.15,-7612.5,37.9977975048148,750.686499610541
11.16,-7620,37.9637911744764,750.55289659865
11.17,-7627.5,37.9298456205982,750.418858583954
11.18,-7635,37.8959606804954,750.284387352389
11.19,-7642.5,37.8621361920632,750.149484684727
11.2,-7650,37.8283719937737,750.014152356591
11.21,-7657.5,37.7946679246736,749.878392138459
11.22,-7665,37.7610238243819,749.74220579568
11.23,-7672.5,37.7274395330868,749.60559508848
11.24,-7680,37.6939148915437,749.468561771979
11.25,-7687.5,37.6604497410725,749.331107596195
11.26,-7695,37.627043923555,749.193234306057
11.27,-7702.5,37.5936972814325,749.054943641418
11.28,-7710,37.5604096577034,748.916237337063
11.29,-7717.5,37.5271808959206,748.777117122719
11.3,-7725,37.4940108401892,748.637584723068
11.31,-7732.5,37.4608993351638,748.497641857756
11.32,-7740,37.4278462260466,748.357290241405
11.33,-7747.5,37.3948513585845,748.216531583622
11.34,-7755,37.3619145790668,748.07536758901
11.35,-7762.5,37.329035734323,747.933799957181
11.36,-7770,37.2962146717203,747.791830382762
11.37,-7777.5,37.2634512391613,747.64946055541
11.38,-7785,37.2307452850815,747.506692159822
11.39,-7792.5,37.1980966584473,747.363526875742
11.4,-7800,37.1655052087534,747.219966377977
11.41,-7807.5,37.1329707860203,747.076012336403
11.42,-7815,37.1004932407928,746.931666415979
11.43,-7822.5,37.0680724241367,746.786930276755
11.44,-7830,37.0357081876372,746.641805573886
11.45,-7837.5,37.0034003833967,746.496293957638
11.46,-7845,36.9711488640318,746.350397073404
11.47,-7852.5,36.9389534826721,746.204116561709
11.48,-7860,36.9068140929571,746.057454058228
11.49,-7867.5,36.8747305490344,745.910411193786
11.5,-7875,36.8427027055577,745.762989594381
11.51,-7882.5,36.8107304176839,745.615190881185
11.52,-7890,36.7788135410718,745.46701667056
11.53,-7897.5,36.7469519318792,745.318468574065
11.54,-7905,36.7151454467612,745.169548198471
11.55,-7912.5,36.6833939428679,745.020257145768
11.56,-7920,36.6516972778421,744.870597013175
11.57,-7927.5,36.6200553098177,744.720569393156
11.58,-7935,36.5884678974168,744.570175873425
11.59,-7942.5,36.5569348997484,744.419418036959
11.6,-7950,36.5254561764058,744.268297462009
11.61,-7957.5,36.4940315874645,744.11681572211
11.62,-7965,36.4626609934805,743.964974386091
11.63,-7972.5,36.4313442554881,743.812775018087
11.64,-7980,36.4000812349976,743.660219177548
11.65,-7987.5,36.3688717939936,743.507308419253
11.66,-7995,36.3377157949326,743.354044293316
11.67,-8002.5,36.3066131007416,743.200428345199
11.68,-8010,36.2755635748154,743.046462115724
11.69,-8017.5,36.2445670810149,742.89214714108
11.7,-8025,36.2136234836653,742.737484952836
11.71,-8032.5,36.1827326475539,742.582477077954
11.72,-8040,36.1518944379281,742.427125038793
11.73,-8047.5,36.1211087204936,742.271430353126
11.74,-8055,36.0903753614124,742.115394534148
11.75,-8062.5,36.0596942273009,741.959019090484
11.76,-8070,36.0290651852276,741.802305526206
11.77,-8077.5,35.998488102712,741.645255340837
11.78,-8085,35.9679628477219,741.487870029366
11.79,-8092.5,35.9374892886718,741.330151082255
11.8,-8100,35.9070672944212,741.172099985453
11.81,-8107.5,35.8766967342723,741.013718220405
11.82,-8115,35.8463774779686,740.855007264062
11.83,-8122.5,35.8161093956928,740.695968588892
11.84,-8130,35.7858923580647,740.53660366289
11.85,-8137.5,35.7557262361401,740.376913949592
11.86,-8145,35.725610901408,740.216900908078
11.87,-8152.5,35.6955462257896,740.056565992992
11.88,-8160,35.6655320816361,739.895910654544
11.89,-8167.5,35.6355683417269,739.734936338525
11.9,-8175,35.605654879268,739.573644486317
11.91,-8182.5,35.5757915678899,739.412036534905
11.92,-8190,35.5459782816461,739.250113916882
11.93,-8197.5,35.5162148950114,739.087878060464
